title,author,date,article,link
"
LPA likely to enter Thursday - Pagasa
","
By Arlie O. Calalo
","
May 23, 2024
","The low pressure area (LPA) spotted east of Mindanao will likely enter the Philippine Area of Responsibility (PAR) and develop into a tropical depression to be named Aghon, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) said.,Weather specialist Aldczar Aurelio said the LPA was estimated some 1,080 kilometers east of southeastern Mindanao.,""Based on Pagasa's analysis, the LPA would likely enter PAR today (Thursday),"" the Pagasa forecaster said.,""Its (LPA) movement would be re-curving as the LPA would pass through eastern Visayas before it passes through the eastern section of Luzon,"" he added.,Once it intensifies into a tropical depression, the weather disturbance will be named Aghon, the first storm in 2024.,In the meantime, Pagasa said the country will continue to experience hot weather due to the easterlies which will also bring isolated rain showers or thunderstorms in Metro Manila and the rest of the country.",https://www.manilatimes.net/2024/05/23/news/lpa-likely-to-enter-thursday-pagasa/1948023
"
House adjourns sine die
","
By Ma. Reina Leanne Tolentino
","
May 23, 2024
","MANILA, Philippines -- The House of Representatives adjourned session sine die on Wednesday night, closing its second regular session.,The adjournment will last until late July 2024 when the third regular session opens on July 23—the day of President Ferdinand ""Bongbong"" Marcos Jr.'s third State of the Nation Address.,Under the 1987 Constitution, the Congress is mandated to convene once a year on the fourth Monday of July for its regular session unless another date is fixed by law.,The Constitution also mandates the president to address the Congress at the opening of its regular session.,The second regular session started on July 24, 2023.,""All these legislative measures that we had approved are not merely words on paper; they embody our commitment to the welfare of every Filipino ..."", House Speaker Ferdinand Martin Romualdez said in a speech on Wednesday before the adjournment.,Among those he mentioned were Republic Act (RA) 11959 (the Regional Specialty Centers Act), RA 11965 (the Caregivers' Welfare Act), RA 11984 (No Permit, No Exam Prohibition Act), and RA 11962 or the Trabaho Para sa Bayan Act.,Also in his speech, Romualdez said that the House's social welfare initiatives ""are designed to uplift marginalized communities and ensure equitable access to resources."",""Our work in this session has been driven by a clear and compelling mission. Our focus: national security and economic transformation, which are key to improving the living condition for all Filipinos,"" he said.,""This holistic approach underscores our commitment to safeguarding our nation while fostering economic growth and ensuring that every Filipino experiences a tangible improvement in their quality of life,"" he said.,Also, Romualdez said that the House ""passed critical measures on sovereignty and defense to enhance our national defense capabilities."",""Another equally crucial matter that requires our ongoing effort is the economic stability and growth of the nation. To sustain our impressive economic growth, we have enacted fiscal measures and created a stable economic environment conducive to long-term prosperity by ensuring improved revenue collections and prudent spending,"" he said.,He mentioned RA 11976 or the Ease of Paying Taxes Act.,Also in his speech, Romualdez mentioned RA 11954 or the Maharlika investment fund law.,""This is a significant step towards attracting high-impact investments that will drive economic growth and create jobs for our people,"" he said.",https://www.manilatimes.net/2024/05/23/news/house-adjourns-sine-die/1948021
"
Senators question 'love child' explanation
","
By Bernadette E. Tamayo
,
, and ,Javier Joe Ismael
","
May 23, 2024
","SENATORS on Wednesday expressed exasperation over the repetitive answers provided by Bamban Mayor Alice Guo, whose identity has come under question because she could not provide basic details about her childhood.,As the Senate Committee on Women, Children, Family Relations and Gender Equality resumed its inquiry into Guo's identity and her possible links to illegal online gambling operations in her town, Sen. Raffy Tulfo asked the mayor if she was willing to take a lie detector test to address her conflicting statements.,Tulfo and other senators seemed skeptical about Guo's claim that she was raised and hidden away on a farm because she was the love child of her father and a domestic, who left when she was young.,""Are you willing to undergo a lie detector test? Everything you say will be examined, especially about your being a love child... If you are telling the truth, it will help you, so people will know you are telling it. On the other hand, if the senators find out that you are lying, you can be held in contempt by the committee and even imprisoned,"" Tulfo said.,Guo said she would take a lie detector test.,
,Tulfo also said records showing her parents got married contradict her claim that she was a love child.,The senator seemed to become annoyed after Guo repeatedly claimed that she had never discussed this with her Chinese father, who supposedly cared for her after her mom abandoned her.,Tulfo said he was not buying Guo's excuse, saying it is a natural human reaction to inquire about your family history, especially if you are running for public office.,""You keep repeating in this hearing that your mother is a housemaid. You're portraying yourself as someone who came from humble beginnings. But she is married to your father. There are many holes in your statements,"" the senator said in Filipino.,He also accused her of trying to gain public sympathy with her story about being a love child.,Sen. Loren Legarda said she was not convinced that Guo, 38, is Filipino since the mayor had some difficulties narrating the first nine years of her life on the farm where she supposedly grew up.,""If you're really Chinese and fronting for other people, go back to your country. But if you are a Filipino and you were born here, convince us. So, I'm trying to help you by trying to make you recall your childhood,"" Legarda told Guo.,The senator said she would not accept Guo's explanation about her early years on the farm, which appeared to be ""scripted."" Guo replied, ""Your honor, I grew up in Bamban, Tarlac. I grew up on a farm."",Legarda was visibly upset by Guo's apparent repetitive and evasive answer. ""When I ask you the same question, it's the same rote [response]. So, convince us. Who were your childhood playmates? At nine years, you would have some recollection."",Guo said, ""Madam senator, I grew up in Barangay Virgen delos Remedios [in] Bamban, Tarlac. I am a Filipino. I grew up together with our farm workers. [It was] 38 years ago, madam senator. I really can't remember anything [about my childhood life]."",""Could you kindly give us the earliest photos of yourself and your family and your playmates in your very exclusive farm ... and your relatives in China and your father's relatives and proof of your homeschooling?"" Legarda said. Guo said she would comply with the senator's request.,Legarda said, ""What are we trying to point out here? Our government agencies should not allow criminal syndicates to produce fake documents [to foreigners] that would allow them to secure legitimate Philippine identification like passports."",""It will break my heart if we have a foreigner who is an elected official. It's really a national security risk,"" Legarda said.,Legarda urged Philippine Statistics Authority (PSA) officials at the hearing to crack down on a possible syndicate inside the agency that gives birth certificates to foreign nationals so they can obtain an authentic Philippine passport.,She raised the issue of fraudulent acquisition of birth certificates by foreign nationals. ""Have you conducted an investigation in the PSA on people who may have been involved in the syndicate that provides fake birth certificates? Have you discovered anything or not yet?"" Legarda asked PSA officials.,""There were 308 fake birth certificates that you said were issued that were used for Philippine passports in 2023. So, I would assume that the DFA had canceled their passports. And I would assume that you had filed cases or even invalidated the fake birth certificates,"" Legarda said.,In response, Eliezer Ambatali of the PSA legal service said the agency had already conducted an investigation and filed the corresponding administrative cases.,Meanwhile, Sen. Risa Hontiveros, who heads the panel, said that the hearing was not about race but about pursuing the truth.,""Let me also take this opportunity to remind all of us: racism is never justified. The Philippines must remain open and dependable to people who follow our law and have no ill intentions, whether Filipinos or foreigners,"" Hontiveros said.,""But if they are admitting fugitives, if they conspire with money launderers, if they try to run for public office knowing that they [are not qualified] ... if they are working against our national security, we as elected officials will become a failure as public servants if we will not investigate it,"" she said.",https://www.manilatimes.net/2024/05/23/news/national/senators-question-love-child-explanation/1947983
"
Go gives aid to urban poor communities
","
By Javier Joe Ismael
","
May 23, 2024
","SEN. Bong Go, with his Malasakit Team, extended assistance to vulnerable members of urban poor communities in Navotas City.,Go distributed several items to the beneficiaries, including snacks, food packs, vitamins, masks, shirts, and sports equipment like basketball and volleyball balls, during Monday's event at the Navotas Sports Complex.,Some lucky recipients received bicycles, wristwatches, shoes and mobile phones, showcasing the diverse nature of the assistance they provided.,In collaboration with the office of Sen. Ronald dela Rosa, 500 qualified indigent residents who met the criteria set by the national government received additional support.,In conjunction with the Department of Labor and Employment (DoLE), Senator Go supported 1,000 displaced workers who participated in an orientation for the Tulong Panghanapbuhay sa Ating Disadvantaged/Displaced Workers (Tupad) program.,Go commended DoLE's proactive approach in addressing the pressing issue of unemployment: ""The Tupad program exemplifies the government's commitment to uplifting the lives of those who need it the most."",The Tupad program, a community-based initiative supported by Senator Go, offers more than just temporary employment. It engages beneficiaries in short-term work, such as infrastructure repair and maintenance.,Go also thanked local officials, including Rep. Toby Tiangco, Mayor John Rey Tiangco and Vice Mayor Tito Sanchez, among others, for their service to their constituents and invaluable support in implementing these community assistance efforts.,Mayor Tiangco expressed profound gratitude to Senator Go for his unwavering support and numerous contributions to the city. He highlighted several significant projects that have transformed the city's landscape, all initiated and funded with the help of Senator Go.,These projects include establishing educational institutions that provide quality education to the youth and infrastructure improvements that enhance the city's livability.,""The mayor did not forget to mention Go's immediate response during calamities. 'You know, every time we have a disaster — a fire or a typhoon — he's the first to come here. He sends aid and comes down to assess our situation,' he said, appreciating the senator's hands-on approach during emergencies. Tiangco then reiterated his deep appreciation for Go's relentless dedication to the city of Navotas."",""I just want to express my gratitude to my friend. He never forgets me. Just one call and he fulfills all our requests. From the past until now, Senator Go has helped the most here in our city,"" Mayor Tiangco said.,Go, also chairman of the Senate Committee on Health and Demography, expressed his commitment to expanding health care access nationwide, aiming to enhance the availability of government medical services to communities.,With collaborative efforts of Go, the Department of Health (DoH) led by Secretary Teodoro Herbosa, local government units, and other legislators, substantial funding has been secured to establish more than 700 Super Health Centers nationwide, including two in the city, to bring primary care, medical consultations and early disease detection closer to communities.,Go also highlighted the presence of a Malasakit Center at the Navotas City Hospital for individuals needing medical assistance. Malasakit Centers serve as one-stop shops, offering easy access to medical assistance programs for poor patients.,Initiated by Go in 2018, the Malasakit Centers program was institutionalized under Republic Act (RA) 11463, or the Malasakit Centers Act of 2019, which he principally authored and sponsored in the Senate. Currently, there are 165 Malasakit Centers that have benefited more or less 10 million Filipinos, according to DoH.,To further help the city develop, as vice chairman of the Senate Committee on Finance, Go helped secure the funding for constructing various multipurpose buildings and floodwall structures and improving drainage canals. He also helped secure funding to acquire ambulance units, trucks, and multicabs.,Go also supported the construction of new school buildings and facilities within various educational institutions in the city, including Navotas Polytechnic College, Kaunlaran High School, Daanghari Elementary School, North Bay Boulevard Elementary School, Navotas National High School, Tangos Elementary School, San Roque Elementary School, San Rafael Village Elementary School, Tanza Elementary School, and Dagat-Dagatan Elementary School, among others.,""I will serve all of you because serving is my passion. Let's work together to bring government services closer to Filipinos who need them,"" said Go.",https://www.manilatimes.net/2024/05/23/news/national/go-gives-aid-to-urban-poor-communities/1947969
"
Absolute divorce bill passed in House
","
By Ma. Reina Leanne Tolentino
","
May 23, 2024
","The House of Representatives on Wednesday approved the absolute divorce bill on third and final reading.,House Bill 9349 received an affirmative vote from 126 lawmakers; 109 voted no, while 20 abstained.,The legislation mandates the judicial dissolution of a marriage or the termination of the bond of matrimony where the spouses return to their status of being single with the right to contract marriage again.,In the Philippines, there is no divorce except among Muslims.,Albay 1st District Rep. Edcel Lagman said in a statement that the passage of the bill signals the imminent liberation of Filipino wives entombed in toxic, abusive, and long-dead marriages.,Under the bill, the petition for absolute divorce can be filed in court by a spouse or jointly by the spouses within 10 years ""from the occurrence or discovery of the cause for divorce or from the effectivity of the Absolute Divorce Act, whichever comes later."",Grounds for absolute divorce under the bill include physical violence or grossly abusive conduct"" toward the petitioner, a common child, or the petitioner's child; a final sentence to imprisonment of over six years; drug addiction, habitual alcoholism, or chronic gambling; bigamous marriage; and marital infidelity, perversion, having a child with a person other than the spouse, except if they agreed to have a child through in vitro fertilization or a similar procedure or if the wife was raped and got pregnant.",https://www.manilatimes.net/2024/05/23/news/national/absolute-divorce-bill-passed-in-house/1947967
"
NGCP raises yellow, red alerts on Luzon, Visayas grids
","
By Ed Salting
","
May 23, 2024
","MANILA, Philippines -- The National Grid Corp. of the Philippines (NGCP) issued yellow and red alerts for the Luzon, and Visayas grids today, Thursday, due to inadequate power supply.,According to the transmission firm, the Luzon grid will be on yellow alert from 12 noon to 1 p.m., 5 p.m. to 6 p.m. and 10 p.m. to 12 midnight; and on red alert from 1 p.m. to 5 p.m. and from 6 p.m. to 10 p.m.,The Visayas grid will be on yellow alert from 12 noon to 2 p.m., 4 p.m. to 6 p.m., and 7 p.m. to 10 p.m. It will be on red alert from 2 p.m. to 4 p.m., and 6 p.m. to 7 p.m.,A red alert is issued when power supply is insufficient to meet consumer demand and the transmission grid's regulating requirement.,A yellow alert is when the operating margin is insufficient to meet the transmission grid's contingency requirement., , ",https://www.manilatimes.net/2024/05/23/news/national/ngcp-raises-yellow-red-alerts-on-luzon-visayas-grids/1948034
"
First couple hosts dinner for senators
","
By Catherine S. Valente
","
May 23, 2024
"," PRESIDENT Ferdinand Marcos Jr. and first lady Liza Araneta-Marcos hosted a ""casual dinner"" for senators on Tuesday in Malacañang, a day after the change of leadership in the Senate.,Senators and their spouses attended the dinner documented in a photo the first lady shared on her official Instagram account.,""Had a nice time breaking bread with the Senators & their spouses,"" Mrs. Marcos said in her post.,Most of those who attended were senators who backed newly installed Senate President Francis Escudero, who replaced Sen. Juan Miguel Zubiri on Monday.,Present during the gathering were Escudero and wife Heart Evangelista; Sen. Raffy Tulfo and wife ACT-CIS Party-list Rep. Jocelyn Tulfo; Sen. Mark Villar and wife Emmeline Yan Aglipay; Sen. Cynthia Villar and husband Manuel Villar; Sens. Robinhood Padilla, Alan Peter Cayetano, Francis Tolentino, Sherwin Gatchalian, Jose Estrada, Loren Legarda, Pia Cayetano and Grace Poe; Sen. Bong Revilla's wife, Cavite Rep. Lani Mercado-Revilla; and Sen. Aquilino Pimentel's wife, Kathryna Yu-Pimentel.,Zubiri and some of his allies in the Senate — Sens. Juan Edgardo Angara, Nancy Binay, JV Ejercito and Joel Villanueva — were absent from the photo posted by the first lady.,Zubiri, who had led the Senate since July 2022, confirmed in a chance interview that a coup ousted him minutes before the start of the Senate session on Monday.,""I have never dictated my position [on] any of you, and I always supported your independence, which is probably why I face my demise today. I failed to follow instructions from the powers-that-be,"" Zubiri said in his valedictory.,On Tuesday, Escudero said he initiated the move to have Zubiri replaced, but he denied rumors that outside forces, particularly Malacañang, were behind the recent Senate shake-up.,In a post on X, Marcos threw his support behind Escudero's election, saying his commitment to public service made him a ""dedicated leader."",""I extend my support to the new Senate President, Chiz Escudero. His legislative record and commitment to public service have distinguished him as a dedicated leader,"" he said.,Marcos also applauded Zubiri for his ""commendable tenure"" as Senate president.,""I am confident that under [Escudero's] leadership, the Senate will continue to prioritize transformative laws to achieve our shared vision for a Bagong Pilipinas (New Philippines),"" he said.",https://www.manilatimes.net/2024/05/23/news/national/first-couple-hosts-dinner-for-senators/1947857
"
House ratifies seafarers' Magna Carta
","
By Ma. Reina Leanne Tolentino
","
May 23, 2024
"," , ,MANILA, Philippines -- The House of Representatives ratified the bicameral committee report on the Magna Carta of Filipino Seafarers.,""The ratification of the Magna Carta of Filipino Seafarers marks a resounding victory for our maritime industry, benefiting shipowners, manning agencies, and especially our seafarers. This legislation fortifies their rights, safety, and welfare,"" Kabayan Partylist Rep. Ron Salo said on Wednesday..,The measure includes ""comprehensive provisions to substantially enhance the maritime sector, particularly through shifting educational oversight to the Maritime Industry Authority,"" according to a statement.,It added that the measure ""establishes detailed provisions to govern the qualifications, certification, and conditions for employment of both international and domestic seafarers, as well as provisions that will bolster and promote the domestic maritime industry."",The Senate on Wednesday also ratified the bicameral report which means that the measure now only needed President Ferdinand Marcos Jr.'s approval for it to become law.,The President was expected to sign the proposed Magna Carta into law, along with two other measures last February 26. However, he signed only the other two that day.,Presidential Communications Secretary Cheloy Garafil said that the proposed Magna Carta was under further review., , ",https://www.manilatimes.net/2024/05/23/news/national/house-ratifies-seafarers-magna-carta/1948044
"
Senate's 'Solid 7' mulls joining minority bloc
","
By Bernadette E. Tamayo
","
May 23, 2024
","MANILA, Philippines -- The newest and current biggest sub-group in the Senate, the ""Solid 7,"" is considering joining the minority, one of its members, Sen. Nancy Binay, said on Thursday.,The Solid 7, previously called the ""Magic 7"" by its leader, ousted Senate president Juan Miguel Zubiri, is composed of Senators Loren Legarda, Joel Villanueva, Joseph Victor Ejercito, Juan Edgardo Angara, Sherwin Gatchalian and Binay.,Legarda, Villanueva, and Ejercito resigned as Senate president pro tempore, majority leader, and deputy majority leader from their posts respectively following Zubiri's ouster as Senate chief on Monday.,The coup d'etat against Zubiri was led by Sen. Francis Escudero who eventually took over the Senate leadership with the help of 13 fellow senators who signed the petition unseating the incumbent.,""At the moment, we're still studying whether they will join the minority. So that is still an option for us,"" Binay said in Filipino and English in a radio interview.,The two-man minority bloc is composed of Senators Aquilino Pimentel IV and Risa Hontiveros.,Asked whether the Solid 7 will have more members, Binay said, ""It depends. If they find our group is better, I'm sure they might think about joining us."",""If you'll analyze the current composition of the Senate, technically we're the biggest bloc,"" Binay said.,""We're seven, then the Apat na Sikat [Famous Four bloc] has four [members]. Then there's the PDP (Partido Demokratikong Pilipino [bloc]) I think, they are three,"" she said.,""Then, there's the Nacionalista Party (NP) which has three or four [members]. And then the [two] minority [members]. We are the biggest group,"" Binay said.,The Apat na Sikat group is composed of former action stars namely Senate President Pro Tempore Jose Estrada and Senators Ramon Revilla Jr., Manuel Lapid, and Robinhood Padilla.,The PDP bloc in the Senate are Majority Leader Francis Tolentino and Senators Christopher Go and Ronald dela Rosa.,The NP group is composed of Senators Cynthia Villar, Mark Villar, Pia Cayetano, and Imee Marcos.",https://www.manilatimes.net/2024/05/23/news/national/senates-solid-7-mulls-joining-minority-bloc/1948041
"
Lawmakers back international check on Scarborough Shoal
","
By Ma. Reina Leanne Tolentino
","
May 23, 2024
","Several members of the House of Representatives have expressed support for an independent examination that would determine the degree of environmental destruction suffered by Bajo de Masinloc (Scarborough Shoal).,National Security Council spokesman Jonathan Malaya has urged China to allow international scrutiny of the area.,Lanao del Norte 1st District Rep. Mohamad Khalid Dimaporo said that after entering into a tripartite strategic agreement with the United States and Japan, the next step for the Philippines would be to let an independent group examine how China conducted itself in the disputed waters.,Lanao del Sur 1st District Rep. Zia Alonto Adiong said environmental protection and environmental justice should be a collective concern among the nations of the world.,""So we just hope our counterpart, the Chinese, would finally realize that they don't own the world,"" Adiong said.,Bataan 1st District Rep. Geraldine Roman said that the Philippines should ask its allies for help in pursuing what is right and just.,Davao Oriental 2nd District Rep. Cheeno Miguel Almario said that an independent check on the disputed territory would be the ""wisest way moving forward,"" though he does not expect China to allow it.,1-Rider Rep. Ramon Rodrigo Gutierrez said that it was crucial for the Philippine government to know the state of its coral reefs and other natural resources.",https://www.manilatimes.net/2024/05/23/news/national/lawmakers-back-international-check-on-scarborough-shoal/1947859
"
Vladimir Putin revamps Russia's creaking war machine
","
By Max Seddon
,
, Polina Ivanova
,
, and ,Henry Foy
","
May 20, 2024
","Premium,© The Financial Times Limited 2024. All Rights Reserved.,Not to be redistributed, copied or modified in any way.,Digital edition access ,Ad-free access ",https://www.manilatimes.net/2024/05/20/business/financial-times/vladimir-putin-revamps-russias-creaking-war-machine/1947428
"
130K residents in Tawi-Tawi receive P700M in aid during Bagong Pilipinas Fair
","
By Red Mendoza
","
May 23, 2024
","About 130,000 residents here are set to receive P700 million in aid during the Bagong Pilipinas Fair on Thursday.,Speaker Ferdinand Martin Romualdez said Tawi-Tawi was chosen as a symbol of the government's willingness to reach out to residents from as far as the northernmost part of the country.
,About P100 million in farm aid was given to Gov. Ismael Mang Sali at the Department of Education (DepEd) Cultural and Sports Complex and P10 million in family aid to Basilan Gov. Salliman Hataman.,President Ferdinand Marcos Jr., who oversaw the distribution of assistance, said in his speech that the government aims to serve more residents in towns displaced by the El Nino phenomenon.",https://www.manilatimes.net/2024/05/23/news/130k-residents-in-tawi-tawi-receive-p700m-in-aid-during-bagong-pilipinas-fair/1948040
"
'No border tightening' amid new Covid threat
",,"
May 23, 2024
"," THE Department of Health (DoH) on Wednesday said it would not recommend border restrictions amid the resurgence of Covid-19 infections in neighboring Singapore.,""I'm not thinking of border control, mandatory mask... I'm not thinking that, but I'm advising every Filipino to observe minimum public health standards,'' Health Secretary Teodoro Herbosa said during a briefing in Malacañang.,''No requirement for border control, no requirement for mandatory masks, no requirement for additional vaccination. But we're monitoring these cases,'' he added.,The new Covid variants, known as FLiRT, triggered the surge in cases in Singapore that surpassed the 25,000 mark for the period of May 5 to 11.,Currently, KP.1 and KP.2 make up over two-thirds of the cases in the city-state.,The resurgence of the disease has resulted in high demand for at-home testing kits among Singaporeans.,Herbosa advised the public to get tested for Covid-19 when their respiratory distress last longer than five days, adding the number of Covid-19 infections in the country was still very low.,""We are asking our doctors and hospitals to report antigen testing. For now, the testing is not PCR (polymerase chain reaction); it's rapid antigen. So, we are asking our doctors to report that or even our Epidemiology Bureau,"" he said.,Herbosa added that while it's possible for the new variant to reach the country, it is not as dangerous as many people think.,""That's why it's classified as [a] variant under monitoring. The one we are monitoring really is ILA or influenza-like illnesses, of which Covid-19 is one of those, right? So, we monitor that. Luckily, even the one in Singapore is mostly respiratory tract infection — cough, common colds... If you are sick, you have a cough, cold, sore throat, better to stay home. If you need to go out, wear a mask,"" he said.,Herbosa reminded President Ferdinand Marcos Jr., who has battled Covid-19 three times in the past, to be extra cautious against the disease.,Marcos was due to deliver the keynote address at the opening of the 21st edition of the IISS Shangri-La Dialogue, regarded as Asia's premier defense summit, on May 31.,""I'm sure his security would take into consideration the atmosphere or the situation. That's one of the security risks, so they'll take care of that and make sure the President is protected,"" Herbosa said.,Marcos on Wednesday tasked the Health Department to address the shortage of healthcare workers in the Philippines.,""We will need the human resources, so we saw the gap. I presented to the President that we need to have about 190,000 to actually fill the gaps in our health care system. That's with the net flow, those who migrated as OFWs (overseas Filipino workers) plus those who graduate from our schools,"" Herbosa said.",https://www.manilatimes.net/2024/05/23/news/national/no-border-tightening-amid-new-covid-threat/1947860
"
Why growing China-Russia military ties worry the west
","
By Kathrin Hille
,
, and ,Max Seddon
","
May 20, 2024
","Premium,© The Financial Times Limited 2024. All Rights Reserved.,Not to be redistributed, copied or modified in any way.,Digital edition access ,Ad-free access ",https://www.manilatimes.net/2024/05/20/business/financial-times/why-growing-china-russia-military-ties-worry-the-west/1947430
