title,author,date,article,link
Cambodia’s Kampot pepper can’t stand the heat,," 11:10 PM May 13, 2024","KAMPOT, Cambodia — Farmer Chhim Laem shakes his head as he walks between long rows of dead bushes, their brown leaves scorched by heat and drought that have devastated Cambodia’s famed Kampot pepper crop.,Known for its intense floral flavor, Kampot pepper is prized by top chefs around the world and sells for up to $200 (P11,570) per kilo.,Nurtured for generations in two provinces in southwest Cambodia, the pepper industry survived the genocidal Khmer Rouge and decades of instability, but now faces the threat of extreme weather driven by climate change.,“It is so hot this year, no rains, and we have no water to water the pepper plants,” Laem told Agence France-Presse (AFP). “So they all died.”,South and Southeast Asia have sweltered in recent weeks under record temperatures, with governments closing schools, people dying of heatstroke and farmers praying for rain.,Scientists warn that human-induced climate change will produce more frequent, longer and more intense heat waves.,In parts of Cambodia, the mercury nearly hit 43 degrees Celsius in late April — after a six-month drought that pushed farmers to a breaking point.,All 264 of Laem’s pepper bushes perished, the 55-year-old explained, due to water shortages and hot weather.,Production has grown in recent years, boosted by the European Union granting the spice a “protected geographical indication” in 2016 — meaning that only pepper grown in a designated area can be called Kampot.,The Kampot region produced about 120 tons of peppercorns last year, but farmers say that excessive heat and rain have made 2024 the worst on record.,Laem earned about $1,000 from his farm last year, but said he expects a fraction of that now.,Nguon Lay is a fourth-generation pepper farmer, harvesting nine tons from his nearby five-hectare farm last year.,But the 71-year-old farmer expected to harvest nothing this year.,Torrential rain destroyed the plants’ flowers earlier in the season, with more dying in the prolonged drought that followed. “So it is the worst year. We don’t know what to do. We see problems, but we can’t resolve them,” Lay said.,Like other farmers, Lay said he knew the problems came from the weather and the environment.,Several ponds used to water his plants have dried up, and his workers only water the crop once every five days.,“We have been prepared. We know about climate change, we have stored water, we built roofs to protect our peppers from the hot weather, but it was not enough.”,Kampot pepper gained global acclaim during the French colonial occupation of Cambodia when it was exported widely, but the industry was nearly wiped out during the Khmer Rouge era.,In more recent years it has bounced back, gracing hip restaurant menus across the globe.,Kann Sinouch, president of the Kampot Pepper Promotion Association, said he expected this year’s pepper yield to be halved — and warned of an export shortage in 2025. —Agence France-Presse",https://newsinfo.inquirer.net/1940249/cambodias-kampot-pepper-cant-stand-the-heat
MMDA assures public of ongoing flood prevention projects in Metro Manila,Luisa Cabato," , / 08:01 PM May 22, 2024","MANILA, Philippines — The Metropolitan Manila Development Authority (MMDA) said on Wednesday that flood mitigation programs and initiatives are underway in flood-prone areas in Metro Manila.,In a press briefing held after a coordination meeting with representatives from the Department of Public Works and Highways (DPWH) and local government units in Metro Manila, MMDA Chairperson Romando Artes provided status updates on several flood prevention projects in the region.,According to Artes, three pumping stations have been constructed and are expected to address flooding problems in some areas of the City of Manila.,“Installation of power supply is ongoing at the pumping stations in Remedios and Abad, and is set to be completed by June, while the one in Padre Faura is nearing completion and will be turned over to the agency by July,” said Artes.,If the pumping stations are deemed insufficient, Artes stated that the MMDA and Department of Environment and Natural Resources have agreed to open the floodgates of the sewerage treatment plant in Manila Bay to allow floodwaters to flow freely from submerged areas.,Flooding on España Boulevard is also expected to be reduced by the Sunog Apog Pumping Station, which is currently being constructed along San Diego Street.,Furthermore, the DPWH is eyeing the construction of four pumping stations at Tatalon, Dona Imelda, and Roxas District to address flooding along Araneta Avenue in Quezon City.,Artes said these projects are expected to be completed in two to two and a half years.,He added that the construction of a series of detention ponds is being proposed inside Camp Aguinaldo.,Additionally, the MMDA may also cover the cost of repairing one of the pumps at a station in Mandaluyong to expedite its repair and address flooding in Maysilo Circle.",https://newsinfo.inquirer.net/1943664/mmda-assures-public-of-ongoing-flood-prevention-projects-in-metro-manila
INQToday: LPA east of Mindanao enters PAR; may develop into tropical depression,," , / 12:05 PM May 23, 2024","The low-pressure area (LPA) located east of Mindanao entered the Philippine area of responsibility (PAR) on Thursday morning, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (Pagasa) said.,Pagasa told INQUIRER.net that the LPA moved into PAR at around 5 a.m. and was last located 945 kilometers east of Southeastern Mindanao at 8 a.m.,The five Filipino passengers who sustained injuries when their Singapore-bound flight struggled due to “extreme turbulence” are now in stable condition, according to the Department of Migrant Workers (DMW).,In a statement on Wednesday, DMW said the five Filipino passengers include a family of three with a two-year-old male infant. The infant’s mother is a registered overseas Filipino worker (OFW)—a staff nurse in the United Kingdom.,Filipinos have a new , queen, on whom they will pin their hopes for another Miss Universe crown for the country, and she is Chelsea Manalo of Bulacan.,The 25-year-old beauty queen was crowned Miss Universe Philippines 2024 by last year’s winner Michelle Marquez Dee at the culmination of a glittering show held at the Mall of Asia Arena in Pasay City on May 22, before thousands of cheering spectators that filled the venue.,
",https://newsinfo.inquirer.net/1943912/inqtoday-lpa-east-of-mindanao-enters-par-may-develop-into-tropical-depression
Sam ‘SV’ Verzosa helps trolley boy achieve his dreams,Antonio Iñares," , / 05:05 PM May 21, 2024","MANILA, Philippines – , , ,John Erickson Galang, commonly known in their neighborhood as “Pete”, a young man with a lifelong dream of becoming a seafarer, has overcome numerous challenges to embark on a new chapter in his life thanks to a generous act of kindness of Sam “SV” Verzosa.,Pete’s story began at the tender age of 12 when he started pushing trolleys along the railroad tracks to support his family. ,Despite a hearing problem, he never lost sight of his aspirations. ,However, with the impending halt of operations of the Philippine National Railways (PNR) for the next five years, Galang’s livelihood as a trolley pusher was threatened, as the railway’s closure would significantly impact his earnings.,In the episode of Dear SV, Pete’s dreams received a much-needed boost when SV stepped in.,Instead of leaving him stranded with the demise of his trolley-pushing job, SV gifted Pete with a brand-new pedicab.,The impact of SV’s generosity was palpable, not just for Pete, but for his family as well.,Upon receiving the pedicab, Pete’s mother, Yolanda Hismaña, was overwhelmed with emotion, losing consciousness due to sheer joy at the prospect of her son’s new means of livelihood.,“Kinabahan talaga ako kay nanay,” SV stated as the taping was halted during the incident., “First time mangyari ito sa Dear SV na may mahimatay.”,In addition to the pedicab, SV further demonstrated his commitment to Pete’s success by providing him with Frontrow products, to kickstart his own business. ,Also included are grocery package for the whole family, as well as a new cellphone and laptop to help him in his studies.,“Nagpapasalamat po talaga ako kay kuya SV sa mga tulong niya. Magtatapos po ako ng pagaaral ngayong taon,” Pete promised",https://newsinfo.inquirer.net/1943092/sam-sv-verzosa-helps-trolley-boy-achieve-his-dreams
CBCP hits House for approving divorce bill,John Eric Mendoza," , / 12:18 PM May 23, 2024","MANILA, Philippines — The Catholic Bishops Conference of the Philippines (CBCP) on Thursday lambasted the House of Representatives’ approval of absolute divorce in the country.,“It’s a betrayal of their constitutional mandate to uphold marriage and the family,” claimed CBCP spokesperson Fr. Jerome Secillano in a message to INQUIRER.net.,“In essence, divorce is anti-family, anti-marriage and anti-children,” he added.,The chamber on Wednesday finally approved on third and final reading the divorce bill.,The CBCP spokesperson noted that the House always passed it in previous congresses.,“It’s not surprising anymore,” he chided the lawmakers.,The last time a House divorce bill hurdled final reading was in the 17th Congress, during the first half of former President Rodrigo Duterte’s administration.,However, the measure languished in the Senate.,The current , of the divorce bill, filed by Senators Risa Hontiveros, Raffy Tulfo, Robin Padilla, Pia Cayetano and Imee Marcos, has already been approved at the committee level last year.,Secillano insisted that once divorce becomes a law, it will just apply to civil marriages and not to rites done by the Catholic Church.,Apart from the Vatican, the Philippines is the only country in the world that has not legalized divorce.",https://newsinfo.inquirer.net/1943976/cbcp-hits-house-for-finally-approving-divorce-bill
Solar panels for Bohol’s 1st solar plant installed,Leo Udtohan @leoudtohanINQ," , / 12:27 PM May 23, 2024","TAGBILARAN CITY — Bohol will soon harness energy from the sun via its indigenous ,.,The PetroGreen Energy Corp. (PGEC) on May 9 installed the first array of solar panels at Dagohoy Solar Power Project (DSPP) worth P1.2 billion in Barangay San Vicente Dagohoy town.,The 32 solar panels were each strung in a 21-meter-long and about 5-meter-wide table mounted a meter above the ground.,The 22-hectare solar site will be covered by 1,270 solar tables, consisting of 40,628 units of Trina Solar-brand panels that produce 41,000 megawatts (MW) of power annually.,It will be connected to NGCP’s 69-kilovolt Bohol transmission line to deliver power to the province.,Once operational in the fourth quarter of 2024, the DSPP, considered the first solar power plant in Bohol, will supply 27 MW to over 15,000 households on the island.,PGEC chief executive officer and president Francisco Delfin Jr. expressed the company’s firm commitment to making DSPP the first utility-scale solar power facility in Bohol.,“Given the power supply shortage and the extreme heat we are presently experiencing, any additional power from decarbonized and renewable sources can only be timely for the country in terms of ensuring electricity supply and mitigating climate variability,” he said.,“Our goal is not just to generate power, but our goal is to reduce poverty and generate prosperity for many Filipinos,” he added.,Gov. Aris Aumentado and local and key stakeholders witnessed the inaugural PV module installation.,Aumentado said the project is beneficial to Bohol, which for has been dependent a long time on imported power from Leyte and Cebu provinces.,He added the facility’s role in driving economic growth for Bohol while championing renewable energy, environmental preservation, and social progress.,“Today’s solar panel installation is a testament to PetroGreen’s dedication to fulfilling its promise to the Boholanos of providing clean and safe electricity through renewable energy,” Aumentado said.,The governor hoped the project would be the start of a strong relationship between PetroGreen and the community and bolster economic progress.,“I hope that PetroGreen, as well as Rizal Green Energy Corporation (RGEC), could consider investing in other RE (renewable energy) projects as they can be assured of our positive response to such investments,” he said.,PGEC and RGEC also launched a program with a focus on teachers’ training, scholarship grants, and livelihood initiatives promoting enhancement, and management of rattan in DSPP’s host communities.,Dagohoy Mayor Hermie Relampagos said his town was proud to host the very project that will not only boost Dagohoy’s economic status but also enhance the lives of the people.,PGEC, the renewable energy unit of publicly-listed PetroEnergy Resources Corporation, is a joint venture with Japan’s Kyuden International Corporation. RGEC is a partnership between PGEC and TAISEI Corporation of Japan.",https://newsinfo.inquirer.net/1943945/solar-panels-for-bohols-1st-solar-plant-installed
"Detained ship, Chinese crew still in Zambales",Joanna Rose Aglibot," , / 05:25 AM May 23, 2024","SAN FELIPE, ZAMBALES, Philippines — As the livelihood of residents in this coastal town return to normalcy following the recent suspension of dredging operations involving Chinese workers, the presence of another foreign aggregate carrier with Chinese crew has once again raised concerns.,Renan Gilig, a resident of Sitio (subvillage) Laoag in Barangay Maloma, said villagers were worried that the dredging operation that they had been opposing would resume.,“It’s hard not to think that dredging activities might start again without us knowing it, especially since we’ve seen similar [dredging] ships in the area recently,” Gilig, also the executive secretary of the Laoag Integrated Fisherfolk Association, told the Inquirer on Wednesday.,He said if the arrival of aggregate carrier MV Hyperline 988 was related to the provincial government’s plan to continue the suspended Maloma River restoration project, the national government must step in.,“It is also important to thoroughly complete the full and necessary investigations [into the dredging operation here]. Make it open to the people and ensure the true and correct purpose of the project,” Gilig added.,MV Hyperline 988, a vessel with a Philippine flag but registered in Sierra Leone, was detained by the Philippine Coast Guard (PCG) in the waters off this town on May 15 following the discovery of 21 “basic deficiencies.”,The PCG said 13 of these deficiencies were grounds for detention, like the absence of statutory certificates and garbage and oil record books.,According to Commander Euphraim Jayson Diciano, head of the PCG station in Zambales, the vessel will remain detained pending the submission of its permits and other documents related to its purpose in docking here.,Diciano said the ship owner must report to the PCG within 10 days of being notified about the deficiencies.,“After the PCG station evaluates all circumstances in light of the ship owner’s explanations, it will resolve the matter and send the report to inspectors for further assessment before releasing it,” he said.,Diciano noted that the decision regarding the release of MV Hyperline 988 was no longer under the jurisdiction of the PCG. Instead, it would be up to the National Intelligence Coordinating Agency to make the decision.,“However, concerns with other agencies pertaining to national security are influencing the PCG’s decision on Hyperline 988’s release,” he said, without elaborating.,In March, at least 17 vessels registered in the Philippines but owned by China Harbour Engineering Co. Ltd., carried out dredging activities here.,But these vessels were eventually held at the Manila anchorage area by the Maritime Safety Services Command of the PCG after also finding some deficiencies.,“This is a big insult to us Filipinos. While our fellow fishermen are driven away by the Chinese coast guard from our territory, we’re being lenient to Chinese workers who are here illegally,” said Gilig.,The Inquirer tried to reach Gov. Hermogenes Ebdane Jr. and San Felipe Mayor Reinhard Jeresano for comment on the possible resumption of the dredging operations but they were not immediately available.,In 2019, the Department of Environment and Natural Resources (DENR) issued Administrative Order No. 13 rationalizing the dredging activities in the heavily silted river channels of Bucao in Botolan, Maloma in San Felipe, and Sto. Tomas traversing the towns of San Marcelino, San Narciso and San Felipe.,Local officials and the DENR have been conducting public consultations for the continuation of dredging operations in some coastal areas of the province.,But affected residents had mounted a series of protests opposing the dredging operation and the presence of Chinese workers in the town, forcing the provincial govern ment to suspend the project,Sen. Jinggoy Estrada, chair of the Senate committee on national defense, filed a resolution on May 15 seeking to investigate the dredging activities of Chinese vessels in the province.,According to Estrada, the activities affect the livelihood of residents, cause undue damage to the environment and impact tourism.,The senator also inspected this town in March and was able to talk to some of the residents who protested against the dredging activities.",https://newsinfo.inquirer.net/1943729/detained-ship-chinese-crew-still-in-zambales
Marcos hopes development projects in Tawi-Tawi will help maintain peace,Jean Mangaluz," , / 12:21 PM May 23, 2024","MANILA, Philippines — President Ferdinand Marcos Jr. said on Thursday that he hoped development projects would help maintain peace in Tawi-Tawi.,While distributing aid to El Niño struck communities in Tawi-Tawi, Marcos said the government was working on a major road project to construct roads and bridges in Zamboanga Peninsula and Tawi-Tawi province.,“Ako po ay tunay [na] natutuwa sa kapayapaan na inyong tinatamasa ngayon. Upang pagtibayin ito, masaya kong ibinabalita na ang inyong pamahalaan ay patuloy na magsasagawa ng mga proyekto para sa inyong kaunlaran tulad ng Improving Growth Corridors in Mindanao Road Sector Project na [pinasinayaan] natin noong nakaraang taon,” Marcos told beneficiaries.,(I am happy with the peace you are experiencing now. To strengthen this, I am pleased to tell you that we will continue developing projects like the Improving Growth Corridors in Mindanao Road Sector Project we started last year.),Marcos said that under the project, three bridges will be built in Tawi-Tawi to help with transportation and livelihood.,Selected beneficiaries in the area will get P10,000 each, and there will also be a Bagong Pilipinas Serbisyo Fair where cash assistance, employment opportunities, agricultural aid and more will be provided.",https://newsinfo.inquirer.net/1943968/marcos-hopes-development-projects-in-tawi-tawi-will-help-maintain-peace
Carlos put ‘under guidance’ of AFP chief after leaked West PH Sea call,John Eric Mendoza," , / 12:33 PM May 23, 2024","MANILA, Philippines — Vice Admiral Alberto Carlos has been reassigned to the military’s general headquarters in Camp Aguinaldo after being relieved of his duties as chief of Armed Forces of the Philippines (AFP) Western Command.,AFP public affairs chief Col. Xerxes Trinidad said in a press conference in Taguig City that Carlos will be “under the guidance of the Office of the Chief of Staff” at the headquarters in Quezon City.,AFP spokesperson Colonel Francel Margareth Padilla said Carlos’ reassignment to the General Headquarters’ Support Command is not a punitive action against the vice admiral.,Controversy hounded Carlos after the Chinese embassy presented a supposed transcript of an allegedly wiretapped conversation between him and a Chinese diplomat regarding the “new model” deal for Ayungin Shoal, also known as Second Thomas Shoal.,Carlos was removed as chief of Wescom after the Chinese embassy’s revelation.,In a Senate hearing on Wednesday, Carlos confirmed that such a conversation took place but denied it had anything to do with the “new model” and “common understanding” in Ayungin Shoal, as claimed by China.,He also said he did not consent to being recorded during the conversation.,Republic Act No. 4200 prohibits recording any private conversation without the consent of all parties.",https://newsinfo.inquirer.net/1943721/carlos-put-under-guidance-of-afp-chief-after-leaked-west-ph-sea-call
Old Tagbilaran airport to be transformed into call center,Leo Udtohan @leoudtohanINQ," , / 12:33 PM May 23, 2024","TAGBILARAN CITY — The old Tagbilaran City Airport will soon become an Information Technology (IT) hub.,Bohol Gov. Aris Aumentado said Sagility, a company that would engage in business process outsourcing (BPO) has taken over the old airport.,“Bohol is so blessed to have enticed major investors, who are fully convinced of our potential as an emerging IT destination and are ready to take advantage of the great opportunities that are waiting for them here,” said Aumentado during the groundbreaking of the Bohol Business Park on May 15.,“This groundbreaking ceremony is something that we can truly be proud of as this is a strong manifestation that we have what it takes to lead in the digital sector, and we have partners such as Sagility and Innercore to help us lead into that path,” he added.,Aumentado said the call center industry was growing, and it was just a matter of transforming these buildings into usable space.,Aumentado said he yearned for the day when a Boholano does not have to leave home to seek a decent, good-paying job outside the province.,“With this project, I truly hope that we can now offer a better quality of life and a brighter future ahead to every individual and family here in our dear Home, a place called Bohol, the “Head of the Philippine Islands,” he said.,The Bohol Business Park will utilize the 2-kilometer runway which was not used when the , in Panglao was completed in 2017.,Ma. Vilma Yorong, head of the Bohol Employment and Placement Office, said the Business Process Outsourcing will employ 3,000 persons.,“More jobs and opportunities for the Boholanos,” she said.,Yorong added that at least 60 percent of the labor force for the construction of the Sagility Bohol branch would be locally sourced.,Wednesday’s groundbreaking was attended by Vice Governor Dionisio Victor Balite, members of the provincial board, Provincial Administrator Aster Caberte, city officials led by Mayor Jane Yap, Innercore Construction and Realty Development Corporation, and officers of Sagility headed by Smita NairJain, chief administrative officer.",https://newsinfo.inquirer.net/1943973/old-tagbilaran-airport-to-be-transformed-into-call-center
"Back-rider dead, drunk motorcyclist hurt in Quezon road crash",Delfin T. Mallari Jr. @dtmallarijrINQ," , / 11:58 AM May 23, 2024","LUCENA CITY — A motorcycle back-rider died, and the drunk driver was injured after their vehicle crashed on Wednesday into a , in Tayabas City, Quezon province.,The Quezon police reported that a motorcycle driven by Elvin Espayos with Christian Dale Ramirez as a back-rider was traversing around 8:45 p.m. on the diversion road in Barangay Mayuwi.,Suddenly, the driver lost control of the motorcycle while negotiating a curved section of the highway and crashed into a concrete barrier on the roadside.,The riders, both construction workers, suffered injuries and were taken to separate hospitals in Tayabas City and Lucena City.,However, Ramirez died on the way to the Quezon Medical Center in this city.,Before the accident, police said Espayos was in a drinking session and already drunk when he borrowed the motorcycle from a fellow worker.,The police are conducting further investigation.",https://newsinfo.inquirer.net/1943925/back-rider-dead-drunk-motorcyclist-hurt-in-quezon-road-crash
5 nabbed in Mabalacat City drug den ,Jun A. Malig," , / 01:00 PM May 23, 2024","MABALACAT CITY, Pampanga — Agents of the Philippine Drug Enforcement Agency (PDEA) Pampanga on Wednesday arrested five people inside a suspected , and seized some P88,400 worth of “shabu” (crystal meth) in Sapang Biabas village in this city.,PDEA Pampanga said an undercover entered the drug den, bought a sachet of shabu, and arrested the suspects inside with the support of other agents at 5:55 p.m.,Authorities said the arrested suspects were all males aged between 18 and 35.,PDEA agents recovered five plastic sachets containing 13 grams of shabu, assorted sniffing paraphernalia, and the marked money used by the poseur-buyer.,Charges of violating the Comprehensive Dangerous Drugs Act of 2002 would be filed against the apprehended suspects, PDEA Pampanga said. INQ",https://newsinfo.inquirer.net/1944004/5-nabbed-in-mabalacat-city-drug-den-2
LP partnering with Marcos’ coalition? Lagman says ‘options are open’,Gabriel Pabico Lalu," , / 01:41 PM May 23, 2024","MANILA, Philippines — While the Liberal Party (LP) and the coalition President Ferdinand Marcos Jr. forged may carry different political principles, Albay 1st District Rep. Edcel Lagman is not ruling out any possible partnerships for the 2025 midterm polls.,In a press briefing at the Batasang Pambansa complex, Lagman was asked about LP’s plans for the 2025 elections, which are a year away.,In response, Lagman, LP’s incumbent president, said they have started partnering with political groups with similar ideologies.,Lagman said options are available on the probability of an alliance with Marcos’ Partido Federal ng Pilipinas (PFP) and House of Representatives Speaker Ferdinand Martin Romualdez’ Lakas-CMD.,“We have kindred political parties which the LP has an alliance with, like the new party of former Senator Bam Aquino. We have an alliance there,” he said.,“Mukhang magkaiba ang prinsipyo ng LP doon sa ibang partido na hindi kami allied. (It seems the LP has a different set of principles with the parties that we are not allied with). But you know, options are open,” he noted.,“But definitely, we will have to contend with our basic tenets and principles as a political party,” he added.,Last May 8, Marcos oversaw formally signing an alliance between the PFP and Lakas-CMD.,Then, on May 18, Marcos confirmed that the PFP would sign another alliance deal with the Nationalist People’s Coalition.,LP has been critical of Marcos’ candidacy in 2022, as it actively campaigned against the Marcoses’ return to power.,The party gained prominence as an opposition to the martial law rule of Marcos’ father, former President Ferdinand Marcos Sr.,It has been perceived as a political opponent of the Marcoses.,In 2022, the party supported the presidential bid of former Vice President Leni Robredo, who placed second behind Marcos.,It is unclear what the LP plans to do in 2025, but Lagman said they will put up senatorial candidates, although the slate might not be complete.,“We are certain to field our senatorial slate, but we might not be able to complete it because we should not over-extend our limited resources,” he admitted.,“But definitely, we are filing credible and experienced list of candidates for the 2025 elections, which will be determining what would happen in 2028,” he noted.",https://newsinfo.inquirer.net/1944032/lp-partnering-with-marcos-coalition-lagman-says-options-are-open
"Taxi operators, Iloilo City dad oppose LTFRB’s move to add more Grabcars",Joey Marzan @joeymarzanINQ," , / 01:03 PM May 23, 2024","ILOILO CITY — A taxi group on Panay Island and an Iloilo City councilor have urged the Land Transportation Franchising and Regulatory Board (LTFRB) not to implement a memorandum that would expand the , market.,Perfecto Yap, president of the Association of Taxi Operators in Panay (ATOP), which represents more than 2,800 taxi units across the island, lamented the lack of public consultations on the matter.,He warned that the entry of more TNVS entities and units would completely wipe out taxicabs in the long run, citing the former’s advantage of accessibility through mobile phone applications.,LTFRB issued on May 7 Board Resolution No. 057, which seeks to add 5,050 new TNVS units in Visayas and Mindanao between 2024 and 2025 with 1,650 allocations for Western Visayas, including 1,600 in 2024 and 50 in 2025.,“That [1,650] is almost 60 to 70 percent of [ATOP member-]taxis currently operating in Panay [Island]. We’re talking now of stiff competition. Although, officially they would only operate legally, they will only operate through their apps. They would no longer need to fan over passengers on the roads,” Yap said in a phone interview.,Yap hoped that taxis and TNVS could be treated on an equal footing, emphasizing that they did not oppose their presence but merely the lack of public consultations by the LTFRB.,“The concept of a TNVS is that they’re supposed to be a secondary means of livelihood. They’re supposed to be carried by the owner as the driver. But what is happening is that there is a different driver. In other words, it defeats the purpose of having that kind of activity,” he stated.,Iloilo City Councilor Romel Duron said he planned to file a resolution urging the LTFRB to reconsider its Board Resolution No. 057.,Duron, who had been a hearing officer of the LTFRB-Western Visayas before running for city council in 2019, said he was shocked at the resolution, noting the lack of public consultations on the regional level.,He said that if the TNVS entities were allowed to add units, it would be disadvantageous to the more than 3,000 taxis plying the city roads.,Duron also mentioned that the TNVS company Grab, which is one of his clients as a lawyer, had vowed to hold off adding units in Iloilo City in the meantime due to profitability concerns.,“Whether we like it or not, [TNVS] competes with taxis. Their (taxi drivers’) livelihood is already shrinking with the entry of Grab. Grab has 1,000 allotments, while taxis have around 3,000 allotments. With 4,000 [vehicles], where would they roam in the city?” Duron said.,“LTFRB, which is supposed to regulate [public transport], becomes a franchise milling company. It no longer regulates if there is an excess,” he added.",https://newsinfo.inquirer.net/1943988/taxi-operators-iloilo-city-dad-oppose-ltfrbs-move-to-add-more-grabcars
"Fire razes 20 houses in Binangonan, Rizal",Delfin T. Mallari Jr. @dtmallarijrINQ," , / 12:40 PM May 23, 2024","LUCENA CITY — A fire of still unknown origin razed 20 houses on Wednesday in Binangonan town in Rizal province.,The Region 4A police said in a report Thursday, May 23, that the blaze erupted at 3:19 p.m. in a residential neighborhood at P. Burgos Street in Barangay Libid.,Firefighters put off the blaze 57 minutes later. The incident left 20 houses burned down and one resident injured.,Property damage was placed around P1,000,000.,Firefighters were still investigating the incident to determine the cause of the blaze.,The affected families were temporarily housed at the barangay hall and other unaffected houses in the neighborhood. Local social welfare workers were taking care of the victims.",https://newsinfo.inquirer.net/1943913/fire-razes-20-houses-in-binangonan-rizal
Escudero: Senate not to waste time on bills that will not become a law,Charie Abarca," , / 01:46 PM May 23, 2024","MANILA, Philippines — The Senate will no longer waste time on measures that would not get its approval anyway, its ,, said on Thursday.,In a Kapihan sa Senado forum, Escudero was asked about the new leadership’s priority measures when the 3rd regular session of Congress resumes in July.,But for now, Escudero said he could not say yet, pending assessment.,“Sa totoo lang, hindi ako naging bahagi ng Legislative Executive Development Advisory Council (Ledac) kailanman. Hindi ako bahagi ng pulong na ‘yun. Ni hindi ko kabisado at alam kung anu-ano ba yung mga… measures,” Escudero admitted.,(Honestly, I have never been a part of the Ledac. I‘ve never been a part of that group. I don’t even memorize and know what the measures are.),Ledac is a consultative and advisory body to the President, tasked with tackling specific programs and policies essential to the administration’s economic goals.,“Kung may priority measure na hindi naman papasa sa Senado, hindi na namin pag aaksayahan ng panahon at sasabihin namin sa Malacañang. Sayang lang naman ang igugugol na oras din eh,” said Escudero.,(If there is a priority measure and we see that it will not hurdle the Senate, we will not waste time and tell Malacañang. It’s just a waste of time.),Emphasizing his fourteen years of experience as a lawmaker, Escudero said he is well-versed in determining whether a bill would conveniently hurdle Congress.,“I have been in Congress for fourteen years, I know and memorize almost how to pass, what not to pass and what bills will be difficult to pass and easy to pass,” he said in a mix of English and Filipino.,Escudero did not elaborate on what specific measure the Senate would “not waste time” on. But when asked if this includes proposed measures pushing for ,, he said in Filipino: “[It’s] possible.”,Escudero took his oath as the 25th Senate President of the Philippines on May 20. He admitted to , plot against his predecessor, Senator Juan Miguel Zubiri.",https://newsinfo.inquirer.net/1944037/fwd-chiz-escudero-on-wasting-time-re-passage-of-measures
,,,,https://newsinfo.inquirer.net/1943889/accountability-adrift-murky-govt-data-draw-dreary-picture-of-laguna-lake
